01/03/2016 16:40, 0.0,80, 22.1, 24.2
01/03/2016 16:50, 0.0,77, 22.1, 24.1
01/03/2016 17:00, 0.0,75, 21.9, 24.1
01/03/2016 17:10, 0.0,75, 21.7, 24.1
01/03/2016 17:20, 0.0,74, 21.6, 24.1
01/03/2016 17:30, 0.0,74, 21.5, 24.1
01/03/2016 17:40, 0.0,76, 21.4, 24.0
01/03/2016 17:50, 0.0,74, 21.4, 24.0
01/03/2016 18:00, 0.0,74, 21.4, 24.0
01/03/2016 18:10, 0.0,75, 21.4, 24.0
01/03/2016 18:20, 0.0,73, 21.4, 23.9
01/03/2016 18:30, 0.0,70, 21.4, 23.9
01/03/2016 18:40, 0.0,71, 21.3, 23.9
01/03/2016 18:50, 0.0,70, 21.2, 23.8
01/03/2016 19:00, 0.0,70, 21.1, 23.8
